pubchem_id,common_name,iupac_name,smile,inchi,taste,odor,flavor_profile,fema_flavor_profile,fooddb_flavor_profile,bitter,super_sweet,bitterdb_id,flavornet_id,fooddb_id,supersweetdb_id,fema_number,cas_id,functional_groups,bond_stereo_count,undefined_atom_stereocenter_count,heavy_atom_count,hba_count,hbd_count,synthetic,natural,charge,isotope_atom_count,molecular_weight,fenoroli_and_os,exact_mass,volume3d,unknown_natural,covalently_bonded_unit_count,undefined_bond_stereocenter_count,num_rotatablebonds,defined_bond_stereocenter_count,xlogp,topological_polor_surfacearea,defined_atom_stereocenter_count,atom_stereo_count,complexity,monoisotopic_mass,has_odor,one_tag,has_bitter,no_sweet,has_sweet,fruity,green,floral,woody,herbal,only_sweet,sweet_and_something_else
58,2-oxobutanoic acid,2-oxobutanoic acid,CCC(=O)C(=O)O,"InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)",,,"['brown', 'caramel', 'lactonic', 'sweet', 'creamy']",Savory,brown@caramel@lactonic@sweet@creamy,0,,,0,FDB003359,,3723,600-18-0,carbonyl compound@ketone@carboxylic acid derivative@carboxylic acid,0,0,7,3,1,0,1,0,0,102.089,1,102.032,78.5,0,1,0,2,0,0.1,54.4,0,0,95.1,102.032,-1,0,0,0,1,0,0,0,0,0,0,1
107,3-Phenylpropanoic acid,3-phenylpropanoic acid,C1=CC=C(C=C1)CCC(=O)O,"InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)",,,"['balsamic', 'rose', 'fatty', 'sweet', 'musk', 'cinnamon']",,balsamic@rose@fatty@sweet@musk@cinnamon,0,,,1,FDB008271,,2889,501-52-0,carboxylic acid derivative@carboxylic acid@aromatic compound,0,0,11,2,1,0,1,0,0,150.177,1,150.068,123.8,0,1,0,3,0,1.8,37.3,0,0,126.0,150.068,-1,0,0,0,1,0,0,0,0,0,0,1
125,4-hydroxybenzyl alcohol,4-(hydroxymethyl)phenol,C1=CC(=CC=C1CO)O,"InChI=1S/C7H8O2/c8-5-6-1-3-7(9)4-2-6/h1-4,8-9H,5H2",,,"['coconut', 'bitter', 'sweet', 'fruity', 'almond']",Nuts,coconut@bitter@sweet@fruity@almond,0,,,0,FDB012553,,3987,623-05-2,hydroxy compound@alcohol@primary alcohol@phenol or hydroxyhetarene@aromatic compound,0,0,9,2,2,0,1,0,0,124.139,1,124.052,100.4,0,1,0,1,0,0.2,40.5,0,0,75.0,124.052,-1,0,0,0,1,0,0,0,0,0,0,1
126,4-hydroxybenzaldehyde,4-hydroxybenzaldehyde,C1=CC(=CC=C1C=O)O,"InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H",,,"['woody', 'sweet', 'balsam', 'nutty', 'almond']",Roast,woody@sweet@balsam@nutty@almond,0,,,0,FDB010504,,3984,65581-83-1@123-08-0@26099-71-8,carbonyl compound@aldehyde@hydroxy compound@phenol or hydroxyhetarene@aromatic compound,0,0,9,2,1,0,1,0,0,122.123,1,122.037,98.5,0,1,0,1,0,1.4,37.3,0,0,93.1,122.037,-1,0,0,0,1,0,0,0,1,0,0,1
179,acetoin,3-hydroxybutan-2-one,CC(C(=O)C)O,"InChI=1S/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3",fatty creamy tub butter taste,"buttery odor@bland, woody, yogurt odor","['butter', 'cream', 'milky', 'fatty', 'creamy', 'sweet', 'dairy', 'buttery']","Butter, Creamy, Green Pepper",butter@cream@milky@fatty@creamy@sweet@dairy@buttery,0,,,1,FDB011799,,2008,513-86-0,carbonyl compound@ketone@hydroxy compound@alcohol@secondary alcohol,0,1,6,2,1,0,1,0,0,88.106,1,88.052,73.0,0,1,0,1,0,-0.3,37.3,0,1,58.6,88.052,1,0,0,0,1,0,0,0,0,0,0,1
239,beta-alanine,3-aminopropanoic acid,C(CN)C(=O)O,"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)",,,"['sweet', 'odorless']",,sweet@odorless,0,,,0,FDB002253,,3252,107-95-9,amine@primary amine@primary aliphatic amine (alkylamine)@carboxylic acid derivative@carboxylic acid,0,0,6,3,2,0,1,0,0,89.094,1,89.048,69.2,1,1,0,2,0,-3.0,63.3,0,0,52.8,89.048,-1,0,0,0,1,0,0,0,0,0,0,1
240,benzaldehyde,benzaldehyde,C1=CC=C(C=C1)C=O,InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,burning aromatic taste@similar to bitter almond,characteristic odor or volatile oil of almond@odor resembling oil of bitter almond,"['cherry', 'almond', 'sweet', 'burnt sugar', 'sharp', 'strong', 'bitter']","Bitter Almond, Burnt Sugar, Cherry, Malt, Roasted Pepper",strong@sharp@burnt sugar@bitter@sweet@cherry@almond,1,,15.0,1,FDB014661,,2127,100-52-7,carbonyl compound@aldehyde@aromatic compound,0,0,8,1,0,0,1,0,0,106.124,1,106.042,90.5,0,1,0,1,0,1.5,17.1,0,0,72.5,106.042,1,0,0,0,1,0,0,0,0,0,0,1
244,benzyl alcohol,phenylmethanol,C1=CC=C(C=C1)CO,"InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",sharp burning taste,faint aromatic odor,"['berry', 'balsamic', 'rose', 'floral', 'walnut', 'sweet', 'cherry', 'phenolic', 'flower', 'grapefruit']","Boiled Cherries, Moss, Roasted Bread, Rose",berry@balsamic@rose@floral@walnut@sweet@cherry@phenolic@flower@grapefruit,0,,,1,FDB008745,,2137,100-51-6,hydroxy compound@alcohol@primary alcohol@aromatic compound,0,0,8,1,1,0,1,0,0,108.14,1,108.058,92.4,0,1,0,1,0,1.1,20.2,0,0,55.4,108.058,1,0,0,0,1,0,0,1,0,0,0,1
263,1-butanol,butan-1-ol,CCCCO,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","banana, fusel taste@dry, burning taste@5.00x10-1 ppm (taste detection in water, gas chromatically pure)","harsh fusel odor with banana@odor similar to amyl alcohol@rancid, sweet@strong characteristic, mildly alcoholic odor","['oil', 'vanilla', 'fruit', 'fusel', 'sweet', 'balsam', 'medicine', 'medicinal']",Fruit,oil@vanilla@fruit@fusel@sweet@balsam@medicine@medicinal,0,,,1,FDB012614,,2178,5593-70-4@71-36-3@35296-72-1@14254-05-8,hydroxy compound@alcohol@primary alcohol,0,0,5,1,1,0,1,0,0,74.123,1,74.073,67.4,0,1,0,2,0,0.9,20.2,0,0,13.1,74.073,1,0,0,0,1,1,0,0,0,0,0,1
323,coumarin,chromen-2-one,C1=CC=C2C(=C1)C=CC(=O)O2,InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,"bitter undertone@nut-like flavor on dilution@bitter, aromatic@burning taste","pleasant, fragrant odor resembling that of vanilla beans.@hay-like bittersweet odor","['sweet', 'new mown hay', 'green', 'tonka', 'bitter']",,new mown hay@bitter@green@sweet@tonka,0,Sweet,49.0,1,FDB030742,10853.0,,91-64-5,oxo(het)arene@aromatic compound@heterocyclic compound,0,0,11,2,0,0,1,0,0,146.145,1,146.037,116.3,0,1,0,0,0,1.4,26.3,0,0,196.0,146.037,1,0,0,0,1,0,0,0,0,0,0,1
460,guaiacol,2-methoxyphenol,COC1=CC=CC=C1O,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",,"aromatic odor@characteristic sweet odor, slightly phenolic","['spice', 'vanilla', 'smoky', 'sweet', 'woody', 'phenolic', 'medicine', 'medicinal', 'smoke']","Burnt, Phenol, Wood",spice@vanilla@smoky@sweet@woody@phenolic@medicine@medicinal@smoke,0,,,1,FDB011885,,2532,8021-39-4@26638-03-9@90-05-1@8001-58-9,hydroxy compound@phenol or hydroxyhetarene@ether@alkyl aryl ether@aromatic compound,0,0,9,2,1,0,1,0,0,124.139,1,124.052,100.0,0,1,0,1,0,1.3,29.5,0,0,83.0,124.052,1,0,0,0,1,0,0,0,1,0,0,1
650,"2,3-butanedione","butane-2,3-dione",CC(=O)C(=O)C,InChI=1S/C4H6O2/c1-3(5)4(2)6/h1-2H3,"taste characteristics at 50 ppm: sweet, buttery, creamy and milky@threshold taste detection in milk (gas chromatically pure): 1.40x10-2 ppm and 2.90x10-2 ppm@in skim milk: 1.00x10-1 ppm@threshold taste detection in water (gas chromatically pure): 5.40x10-3 ppm@in water: 1.00x10-8% (volume/volume or wg/wg).",quinone odor@vapors have a chlorine-like odor@very strong buttery odor in dilute solution@strong odor,"['butter', 'caramel', 'oily', 'creamy', 'sweet', 'pungent', 'strong']","Butter, Pastry, Yeast",butter@caramel@oily@creamy@sweet@pungent@strong,0,,,1,FDB011930,,2370,431-03-8,carbonyl compound@ketone,0,0,6,2,0,0,1,0,0,86.09,1,86.037,71.3,0,1,0,1,0,-1.3,34.1,0,0,71.5,86.037,1,0,0,0,1,0,0,0,0,0,0,1
660,dihydrocoumarin,"3,4-dihydrochromen-2-one",C1CC(=O)OC2=CC=CC=C21,"InChI=1S/C9H8O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-4H,5-6H2",sweet then bitter@burning,herbal@odor similar to coumarin at room temp or reminiscent of nitrobenzene at higher temp.@coconut odor@hay-like,"['coconut', 'tobacco', 'coumarin', 'herbal', 'creamy', 'sweet', 'cinnamon', 'almond', 'tonka']",Dairy,coconut@tobacco@coumarin@herbal@creamy@sweet@cinnamon@almond@tonka,0,,,0,FDB015543,,2381,86264-32-6@119-84-6,carboxylic acid derivative@carboxylic acid ester@lactone@aromatic compound@heterocyclic compound,0,0,11,2,0,0,1,0,0,148.161,1,148.052,117.5,0,1,0,0,0,1.6,26.3,0,0,165.0,148.052,1,0,0,0,1,0,0,0,0,1,0,1
702,ethanol,ethanol,CCO,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",burning,"mild, rather pleasant@like wine or whiskey@weak, ethereal, vinous odor","['alcoholic', 'ethereal', 'medical', 'sweet', 'strong']",,alcoholic@ethereal@medical@sweet@strong,0,,,1,FDB000753,,2419,"64-17-5, 97281-11-3@71329-38-9@68475-56-9@68916-39-2@71076-86-3@64-17-5",hydroxy compound@alcohol@primary alcohol,0,0,3,1,1,0,1,0,0,46.069,1,46.042,41.5,0,1,0,0,0,-0.1,20.2,0,0,2.8,46.042,1,0,0,0,1,0,0,0,0,0,0,1
750,glycine,2-aminoacetic acid,C(C(=O)O)N,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",sweet,odorless,"['oily', 'odorless', 'sweet', 'fatty', 'waxy']",,fatty@odorless@waxy@oily,0,Sweet,,0,FDB000484,20013.0,3287,56-40-6@18875-39-3@25718-94-9,amine@primary amine@primary aliphatic amine (alkylamine)@carboxylic acid derivative@carboxylic acid@alpha-aminoacid,0,0,5,3,2,0,1,0,0,75.067,1,75.032,56.2,1,1,0,1,0,-3.2,63.3,0,0,42.9,75.032,0,0,0,0,1,0,0,0,0,0,0,1
753,glycerol,"propane-1,2,3-triol",C(C(CO)O)O,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2","sweet, warm taste",mild odor@odorless,"['odorless', 'sweet']",,odorless,0,Sweet,,0,FDB000756,33827.0,2525,8013-25-0@56-81-5@25618-55-7@8043-29-6,"hydroxy compound@alcohol@primary alcohol@secondary alcohol@1,2-diol",0,0,6,3,3,0,1,0,0,92.094,1,92.047,70.0,0,1,0,2,0,-1.8,60.7,0,0,25.2,92.047,1,0,0,0,1,0,0,0,0,0,0,1
791,Dl-Isoleucine,2-amino-3-methylpentanoic acid,CCC(C)C(C(=O)O)N,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)",bitter,,"['odorless', 'sweet']",Nuts,odorless,0,Sweet,,0,FDB012123,20028.0,3295,443-79-8,amine@primary amine@primary aliphatic amine (alkylamine)@carboxylic acid derivative@carboxylic acid@alpha-aminoacid,0,2,9,3,2,0,1,0,0,131.175,1,131.095,106.2,1,1,0,3,0,-1.7,63.3,0,2,103.0,131.095,-1,0,0,0,1,0,0,0,0,0,0,1
880,methylglyoxal,2-oxopropanal,CC(=O)C=O,"InChI=1S/C3H4O2/c1-3(5)2-4/h2H,1H3",,pungent,"['brown', 'ethereal', 'acidic', 'sweet', 'rum']",Savory,brown@ethereal@acidic@sweet@rum,0,,,0,FDB008295,,2969,78-98-8,carbonyl compound@aldehyde@ketone,0,0,5,2,0,0,1,0,0,72.063,1,72.021,58.8,0,1,0,1,0,-0.4,34.1,0,0,55.9,72.021,1,0,0,0,1,0,0,0,0,0,0,1
997,phenylpyruvic acid,2-oxo-3-phenylpropanoic acid,C1=CC=C(C=C1)CC(=O)C(=O)O,"InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)",,,"['almond', 'acidic', 'green', 'sweet', 'honey', 'weedy', 'phenolic']",,almond@acidic@green@sweet@honey@weedy@phenolic,0,,,0,FDB020197,,3892,156-06-9,carbonyl compound@ketone@carboxylic acid derivative@carboxylic acid@aromatic compound,0,0,12,3,1,0,0,0,0,164.16,1,164.047,129.0,0,1,0,3,0,1.3,54.4,0,0,180.0,164.047,-1,0,0,0,1,0,1,0,0,0,0,1
998,phenylacetaldehyde,2-phenylacetaldehyde,C1=CC=C(C=C1)CC=O,"InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2",,,"['hyacinth', 'honey', 'clover', 'sweet', 'hawthorne', 'cocoa', 'grapefruit', 'green', 'peanut', 'floral', 'bitter']","Berry, Geranium, Honey, Nut, Pungent",hawthorne@green@bitter@floral@sweet@cocoa@honey@peanut@hyacinth@clover@grapefruit,0,,746.0,1,FDB012238,,2874,122-78-1@56767-17-0,carbonyl compound@aldehyde@aromatic compound,0,0,9,1,0,0,1,0,0,120.151,1,120.058,103.1,0,1,0,2,0,1.8,17.1,0,0,82.6,120.058,-1,0,0,0,1,0,0,0,0,0,0,1
999,Phenylacetic Acid,2-phenylacetic acid,C1=CC=C(C=C1)CC(=O)O,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",,floral odor@has a sweet honey-like odor when diluted@the odor of the concentrated solution is suffocating and unpleasant.,"['honeysuckle', 'sour', 'waxy', 'floral', 'sweet', 'honey', 'civet', 'flower']","Caramel, Floral, Flower, Honey",honeysuckle@sour@waxy@floral@sweet@honey@civet@flower,0,,,1,FDB010558,,2878,103-82-2,carboxylic acid derivative@carboxylic acid@aromatic compound,0,0,10,2,1,0,1,0,0,136.15,1,136.052,111.0,0,1,0,2,0,1.4,37.3,0,0,114.0,136.052,1,0,0,0,1,0,0,1,0,0,0,1
1140,toluene,toluene,CC1=CC=CC=C1,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,"sweet, pungent, benzene-like odor","['paint', 'sweet']",,paint@sweet,0,,,1,FDB012454,,,50643-04-4@108-88-3,aromatic compound,0,0,7,0,0,0,1,0,0,92.141,1,92.063,80.1,0,1,0,0,0,2.7,0.0,0,0,42.0,92.063,1,0,0,0,1,0,0,0,0,0,0,1
1183,vanillin,4-hydroxy-3-methoxybenzaldehyde,COC1=C(C=CC(=C1)C=O)O,"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",pleasant vanilla taste,sweetish smell@pleasant aromatic vanilla odor,"['vanilla', 'chocolate', 'sweet', 'creamy']",Vanilla,vanilla@chocolate@sweet@creamy,0,,,1,FDB000838,,3107,"121-33-5@121-33-5, 84650-63-5",carbonyl compound@aldehyde@hydroxy compound@phenol or hydroxyhetarene@ether@alkyl aryl ether@aromatic compound,0,0,11,3,1,0,1,0,0,152.149,1,152.047,118.8,0,1,0,2,0,1.2,46.5,0,0,135.0,152.047,1,0,0,0,1,0,0,0,0,0,0,1
2214,Acetovanillone,1-(4-hydroxy-3-methoxyphenyl)ethanone,CC(=O)C1=CC(=C(C=C1)O)OC,"InChI=1S/C9H10O3/c1-6(10)7-3-4-8(11)9(5-7)12-2/h3-5,11H,1-2H3",,,"['vanilla', 'sweet', 'vanillin', 'faint']",,vanilla@sweet@vanillin@faint,0,,,1,FDB012055,,,498-02-2,carbonyl compound@ketone@hydroxy compound@phenol or hydroxyhetarene@ether@alkyl aryl ether@aromatic compound,0,0,12,3,1,0,1,0,0,166.176,1,166.063,132.0,0,1,0,2,0,0.5,46.5,0,0,167.0,166.063,-1,0,0,0,1,0,0,0,0,0,0,1
2345,Benzyl Benzoate,benzyl benzoate,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2",sharp burning taste,faint pleasant aromatic odor,"['oil', 'pineapple', 'balsamic', 'herbal', 'strawberry', 'oily', 'faint', 'sweet', 'balsam', 'cherry', 'almond', 'herb', 'cheese']","Balsamic, Herb, Oil",oil@pineapple@balsamic@herbal@strawberry@oily@faint@sweet@balsam@cherry@almond@herb@cheese,0,,,1,FDB012844,,2138,120-51-4,carboxylic acid derivative@carboxylic acid ester@aromatic compound,0,0,16,2,0,0,1,0,0,212.248,1,212.084,175.6,0,1,0,4,0,4.0,26.3,0,0,213.0,212.084,1,0,0,0,1,0,0,0,0,1,0,1
2758,Eucalyptol,"2,2,4-trimethyl-3-oxabicyclo[2.2.2]octane",CC1(C2CCC(O1)(CC2)C)C,"InChI=1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3","eucalyptus, bitter-sweet flavor@pungent, cooling, spicy taste",camphor-like odor,"['mint', 'pepper', 'herbal', 'eucalyptus', 'sweet', 'camphor']","Camphor, Cool, Eucalyptol, Mint",mint@pepper@herbal@eucalyptus@sweet@camphor,0,,,1,FDB014616,,2465,8024-53-1@470-82-6@8000-48-4,ether@dialkyl ether@heterocyclic compound,0,0,11,1,0,0,1,0,0,154.253,1,154.136,128.0,0,1,0,0,0,2.5,9.2,0,0,164.0,154.136,1,0,0,0,1,0,0,0,0,1,0,1
3314,eugenol,2-methoxy-4-prop-2-enylphenol,COC1=C(C=CC(=C1)CC=C)O,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3","spicy, pungent taste","odor of cloves@warm, spicy, floral","['clove', 'sweet', 'woody', 'honey', 'spicy', 'cinnamon']","Burnt, Clove, Spice",clove@sweet@woody@honey@spicy@cinnamon,0,,,1,FDB012171,,2467,97-53-0,hydroxy compound@phenol or hydroxyhetarene@ether@alkyl aryl ether@alkene@aromatic compound,0,0,12,2,1,0,1,0,0,164.204,1,164.084,136.6,0,1,0,3,0,2.0,29.5,0,0,145.0,164.084,1,0,0,0,1,0,0,0,1,0,0,1
5143,saccharin,"1,1-dioxo-1,2-benzothiazol-3-one",C1=CC=C2C(=C1)C(=O)NS2(=O)=O,"InChI=1S/C7H5NO3S/c9-7-5-3-1-2-4-6(5)12(10,11)8-7/h1-4H,(H,8,9)","in dilute aqueous solution it is 500 times as sweet as sugar@sweet taste detectable in 1:100,000 dilution.@bitter, metallic aftertaste",odorless or has faint aromatic odor.,"['odorless', 'bitter', 'sweet']",,odorless@bitter,1,Sweet,125.0,0,FDB000918,22.0,2997,128-44-9@81-07-2,carboxylic acid derivative@sulfonic acid derivative@sulfonamide@aromatic compound@heterocyclic compound,0,0,12,3,1,1,0,0,0,183.181,0,182.999,127.8,0,1,0,0,0,0.9,71.6,0,0,303.0,182.999,1,0,0,0,1,0,0,0,0,0,0,1
5144,safrole,"5-prop-2-enyl-1,3-benzodioxole",C=CCC1=CC2=C(C=C1)OCO2,"InChI=1S/C10H10O2/c1-2-3-8-4-5-9-10(6-8)12-7-11-9/h2,4-6H,1,3,7H2",,sassafras odor,"['spice', 'warm', 'floral', 'sassafrass', 'sweet', 'woody', 'anise', 'spicy']",,spice@warm@floral@sassafrass@sweet@woody@anise@spicy,0,,,1,FDB011672,,,94-59-7,acetal@alkene@aromatic compound@heterocyclic compound,0,0,12,2,0,0,1,0,0,162.188,1,162.068,130.9,0,1,0,2,0,3.0,18.5,0,0,167.0,162.068,1,0,0,0,1,0,0,0,0,0,0,1
5634,10-Undecenoic Acid,undec-10-enoic acid,C=CCCCCCCCCC(=O)O,"InChI=1S/C11H20O2/c1-2-3-4-5-6-7-8-9-10-11(12)13/h2H,1,3-10H2,(H,12,13)",,,"['sweet', 'woody']",Floral,sweet@woody,0,,,0,FDB011844,,3247,112-38-9@1333-28-4,carboxylic acid derivative@carboxylic acid@alkene,0,0,13,2,1,0,1,0,0,184.279,1,184.146,162.1,0,1,0,9,0,3.9,37.3,0,0,141.0,184.146,-1,0,0,0,1,0,0,0,1,0,0,1
5780,D-Sorbitol,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C(C(C(C(C(CO)O)O)O)O)O,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1","sweet taste, approx 60% as sweet as sugar (wt/wt)",odorless,"['sweet', 'caramel', 'odorless']",,caramel@sweet@odorless,0,Sweet,,0,FDB011676,143.0,3029,98201-93-5@50-70-4,"hydroxy compound@alcohol@primary alcohol@secondary alcohol@1,2-diol",0,0,12,6,6,0,1,0,0,182.172,1,182.079,131.0,0,1,0,5,0,-3.1,121.0,4,4,105.0,182.079,0,0,0,0,1,0,0,0,0,0,0,1
6251,D-mannitol,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol",C(C(C(C(C(CO)O)O)O)O)O,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1",sweetish taste,odorless,"['odorless', 'sweet']",,odorless,0,Sweet,,0,FDB001982,149.0,,69-65-8@87-78-5,"hydroxy compound@alcohol@primary alcohol@secondary alcohol@1,2-diol",0,0,12,6,6,0,1,0,0,182.172,0,182.079,131.3,0,1,0,5,0,-3.1,121.0,4,4,105.0,182.079,0,0,0,0,1,0,0,0,0,0,0,1
6276,1-Pentanol,pentan-1-ol,CCCCCO,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",burning taste,characteristic fusel-like odor@mild odor,"['oil', 'balsamic', 'vanilla', 'fusel', 'sweet', 'balsam']","Balsamic, Fruit, Green, Pungent, Yeast",oil@balsamic@vanilla@fusel@sweet@balsam,0,,,1,FDB008230,,2056,30899-19-5@71-41-0,hydroxy compound@alcohol@primary alcohol,0,0,6,1,1,0,1,0,0,88.15,1,88.089,80.4,0,1,0,3,0,1.6,20.2,0,0,19.9,88.089,1,0,0,0,1,0,0,0,0,0,0,1
6378,Propylene oxide,2-methyloxirane,CC1CO1,"InChI=1S/C3H6O/c1-3-2-4-3/h3H,2H2,1H3","in foods, propylene oxide has no residual taste.","odor is sweet, alcoholic, & like ether or benzene@in foods, propylene oxide has no residual odor.@ethereal odor@... benzene-like odor ...","['ethereal', 'sweet']",,ethereal@sweet,0,,,0,FDB008171,,,75-56-9,ether@dialkyl ether@heterocyclic compound,0,1,4,1,0,0,0,0,0,58.08,0,58.042,51.7,0,1,0,0,0,0.0,12.5,0,1,26.5,58.042,1,0,0,0,1,0,0,0,0,0,0,1
6448,Bornyl Acetate,"(4,7,7-trimethyl-3-bicyclo[2.2.1]heptanyl) acetate",CC(=O)OC1CC2CCC1(C2(C)C)C,"InChI=1S/C12H20O2/c1-8(13)14-10-7-9-5-6-12(10,4)11(9,2)3/h9-10H,5-7H2,1-4H3",,,"['cedar', 'balsamic', 'spice', 'herbal', 'fresh', 'sweet', 'woody', 'pine needle', 'pine', 'camphor']","Herb, Pine@Green@Floral",cedar@balsamic@spice@herbal@fresh@sweet@woody@pine needle@pine@camphor,0,,,0,FDB020129,,2159@2160@4080,20347-65-3@5655-61-8@76-49-3@125-12-2,carboxylic acid derivative@carboxylic acid ester,0,3,14,2,0,0,1,0,0,196.29,1,196.146,162.6,0,1,0,2,0,3.3,26.3,0,3,270.0,196.146,-1,0,0,0,1,0,0,0,0,0,0,1
6501,77-83-8,ethyl 3-methyl-3-phenyloxirane-2-carboxylate,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,"InChI=1S/C12H14O3/c1-3-14-11(13)10-12(2,15-10)9-7-5-4-6-8-9/h4-8,10H,3H2,1-2H3","characteristic slightly acid taste reminiscent of strawberry@apple, berry taste","on dilution, strong fruity odor@fruity, berry aroma","['strawberry', 'floral', 'fatty', 'sweet', 'fruity', 'honey']",Fruit,strawberry@floral@fatty@sweet@fruity@honey,0,,,0,FDB008392,,2444,77-83-8@19464-95-0,ether@dialkyl ether@carboxylic acid derivative@carboxylic acid ester@aromatic compound@heterocyclic compound,0,2,15,3,0,0,0,0,0,206.241,1,206.094,166.6,0,1,0,4,0,1.9,38.8,0,2,245.0,206.094,1,0,0,0,1,1,0,0,0,0,0,1
6505,Acetyl Tributyl Citrate,"tributyl 2-acetyloxypropane-1,2,3-tricarboxylate",CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,"InChI=1S/C20H34O8/c1-5-8-11-25-17(22)14-20(28-16(4)21,19(24)27-13-10-7-3)15-18(23)26-12-9-6-2/h5-15H2,1-4H3","at high levels (e.g., 1000 ppm emulsion in water) it has a mild, fruity, non-descript flavor.","very faint sweet, herbaceous odor@odorless","['very faint', 'sweet', 'herbal', 'wine']",Floral,very faint@sweet@herbal@wine,0,,,0,FDB012444,,3080,77-90-7,carboxylic acid derivative@carboxylic acid ester,0,0,28,8,0,0,0,0,0,402.484,1,402.225,,0,1,0,19,0,3.3,105.0,0,0,476.0,402.225,1,0,0,0,1,0,0,0,0,1,0,1
6544,Isophorone,"3,5,5-trimethylcyclohex-2-en-1-one",CC1=CC(=O)CC(C1)(C)C,"InChI=1S/C9H14O/c1-7-4-8(10)6-9(2,3)5-7/h4H,5-6H2,1-3H3",,peppermint-like odor@camphor-like,"['cooling', 'tobacco', 'cedarwood', 'leather', 'musty', 'woody', 'sweet', 'fruity', 'camphoraceous', 'camphor', 'green']","Cedarwood, Spice",cooling@tobacco@cedarwood@leather@musty@woody@sweet@fruity@camphoraceous@camphor@green,0,,,0,FDB003216,,3553,78-59-1,carbonyl compound@ketone@alkene,0,0,10,1,0,0,1,0,0,138.21,1,138.104,118.3,0,1,0,0,0,1.6,17.1,0,0,187.0,138.104,1,0,0,0,1,0,0,0,0,0,0,1
6549,Linalool,"3,7-dimethylocta-1,6-dien-3-ol",CC(=CCCC(C)(C=C)O)C,"InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3","taste characteristics at 30 ppm: floral, woody, sweet with a green, spicy tropical nuance@flavor characteristics: light, floral@spicy, citrus taste","odor similar to that of bergamot oil and french lavender@typical floral odor free from camphoraceous and terpenic notes@floral, spicy, wood odor@flowery-fresh odor and reminiscent of lily of the valley","['lemon', 'citrus', 'orange', 'floral', 'sweet', 'woody', 'blueberry', 'bois de rose', 'lavender', 'flower', 'green']","Coriander, Floral, Lavender, Lemon, Rose",lemon@citrus@orange@floral@sweet@woody@blueberry@bois de rose@lavender@flower@green,0,,,1,FDB014940,,2635,22564-99-4@78-70-6,hydroxy compound@alcohol@tertiary alcohol@alkene,0,1,11,1,1,0,1,0,0,154.253,1,154.136,139.5,0,1,0,4,0,2.7,20.2,0,1,154.0,154.136,1,0,0,0,1,0,0,0,0,0,0,1
